FIPS,Province_State,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
08-07-2020,Tamil Nadu,08-08-2020 04:34,11.006091,78.400624,285024,4690,227575,52759,"Tamil Nadu, India",366.1605354,1.645475469
09-07-2020,Tamil Nadu,08-09-2020 04:28,11.006091,78.400624,469256,7925,410116,51215,"Tamil Nadu, India",602.837053,1.688843616
10-07-2020,Tamil Nadu,08-10-2020 04:23,11.006091,78.400624,635855,9984,580736,45135,"Tamil Nadu, India",816.8610616,1.5701693
11-07-2020,Tamil Nadu,08-11-2020 05:24,11.006091,78.400624,741488,11324,711198,18966,"Tamil Nadu, India",952.5641457,1.527199361
12-07-2020,Tamil Nadu,08-12-2020 05:27,11.006091,78.400624,791552,11809,769048,10695,"Tamil Nadu, India",1016.879646,1.491879245
07-08-2020,Tamil Nadu,09-07-2020 04:34,11.006091,78.400624,122350,1700,74167,46483,"Tamil Nadu, India",157.1788393,1.389456477
08-08-2020,Tamil Nadu,09-08-2020 04:34,11.006091,78.400624,290907,4808,232618,53481,"Tamil Nadu, India",373.7182233,1.652761879
09-08-2020,Tamil Nadu,09-09-2020 04:28,11.006091,78.400624,474940,8012,416715,50213,"Tamil Nadu, India",610.1390924,1.686949931
10-08-2020,Tamil Nadu,09-10-2020 04:23,11.006091,78.400624,640943,10052,586454,44437,"Tamil Nadu, India",823.3974403,1.568314187
11-08-2020,Tamil Nadu,09-11-2020 05:25,11.006091,78.400624,743822,11344,713584,18894,"Tamil Nadu, India",955.5625553,1.525096058
12-08-2020,Tamil Nadu,09-12-2020 05:28,11.006091,78.400624,792788,11822,770378,10588,"Tamil Nadu, India",1018.467492,1.491193106
07-09-2020,Tamil Nadu,10-07-2020 04:34,11.006091,78.400624,126581,1765,78161,46655,"Tamil Nadu, India",162.6142596,1.394364083
08-09-2020,Tamil Nadu,10-08-2020 04:34,11.006091,78.400624,296901,4927,238638,53336,"Tamil Nadu, India",381.418509,1.659475717
09-09-2020,Tamil Nadu,10-09-2020 04:29,11.006091,78.400624,480524,8090,423231,49203,"Tamil Nadu, India",617.3126653,1.68357876
10-09-2020,Tamil Nadu,10-10-2020 04:23,11.006091,78.400624,646128,10120,591811,44197,"Tamil Nadu, India",830.0584316,1.566253126
11-09-2020,Tamil Nadu,10-11-2020 05:40,11.006091,78.400624,746079,11362,715892,18825,"Tamil Nadu, India",958.4620456,1.522895029
12-09-2020,Tamil Nadu,10-12-2020 05:26,11.006091,78.400624,794020,11836,771693,10491,"Tamil Nadu, India",1020.0502,1.490642553
06-10-2020,Tamil Nadu,11-06-2020 03:33,11.006091,78.400624,34914,307,18325,16282,"Tamil Nadu, India",44.85281567,0.879303431
07-10-2020,Tamil Nadu,11-07-2020 04:34,11.006091,78.400624,130261,1829,82324,46108,"Tamil Nadu, India",167.3418291,1.404104068
08-10-2020,Tamil Nadu,11-08-2020 04:35,11.006091,78.400624,302815,5041,244675,53099,"Tamil Nadu, India",389.0160215,1.664712778
09-10-2020,Tamil Nadu,11-09-2020 04:46,11.006091,78.400624,486052,8154,429416,48482,"Tamil Nadu, India",624.4142969,1.677598282
10-10-2020,Tamil Nadu,11-10-2020 04:23,11.006091,78.400624,651370,10187,597033,44150,"Tamil Nadu, India",836.7926488,1.563934477
11-10-2020,Tamil Nadu,11-11-2020 05:25,11.006091,78.400624,748225,11387,718129,18709,"Tamil Nadu, India",961.218938,1.521868422
12-10-2020,Tamil Nadu,11-12-2020 05:26,11.006091,78.400624,795240,11853,772995,10392,"Tamil Nadu, India",1021.617492,1.490493436
06-11-2020,Tamil Nadu,12-06-2020 05:09,11.006091,78.400624,38716,349,20705,17662,"Tamil Nadu, India",49.73711438,0.901436099
07-11-2020,Tamil Nadu,12-07-2020 04:34,11.006091,78.400624,134226,1898,85915,46413,"Tamil Nadu, India",172.4355283,1.414033049
08-11-2020,Tamil Nadu,12-08-2020 04:27,11.006091,78.400624,308649,5159,250680,52810,"Tamil Nadu, India",396.5107608,1.671477957
09-11-2020,Tamil Nadu,12-09-2020 04:25,11.006091,78.400624,491571,8231,435422,47918,"Tamil Nadu, India",631.5043664,1.674427499
10-11-2020,Tamil Nadu,12-10-2020 04:23,11.006091,78.400624,656385,10252,602038,44095,"Tamil Nadu, India",843.2352469,1.561888221
11-11-2020,Tamil Nadu,12-11-2020 05:25,11.006091,78.400624,750409,11415,720339,18655,"Tamil Nadu, India",964.0246477,1.521170455
12-11-2020,Tamil Nadu,12-12-2020 05:26,11.006091,78.400624,796475,11870,774306,10299,"Tamil Nadu, India",1023.204054,1.490316708
06-12-2020,Tamil Nadu,13-06-2020 03:33,11.006091,78.400624,38716,349,20705,17662,"Tamil Nadu, India",49.73711438,0.901436099
07-12-2020,Tamil Nadu,13-07-2020 04:43,11.006091,78.400624,138470,1966,89532,46972,"Tamil Nadu, India",177.8876492,1.419802123
08-12-2020,Tamil Nadu,13-08-2020 04:29,11.006091,78.400624,314520,5278,256313,52929,"Tamil Nadu, India",404.0530327,1.67811268
09-12-2020,Tamil Nadu,13-09-2020 04:30,11.006091,78.400624,497066,8307,441649,47110,"Tamil Nadu, India",638.5636041,1.671206641
10-12-2020,Tamil Nadu,13-10-2020 04:24,11.006091,78.400624,661264,10314,607203,43747,"Tamil Nadu, India",849.5031305,1.559740134
11-12-2020,Tamil Nadu,13-11-2020 05:25,11.006091,78.400624,752521,11440,722686,18395,"Tamil Nadu, India",966.7378616,1.520223356
12-12-2020,Tamil Nadu,13-12-2020 05:27,11.006091,78.400624,797693,11883,775602,10208,"Tamil Nadu, India",1024.768777,1.489670838
01-01-2021,Tamil Nadu,02-01-2021 05:22,11.006091,78.400624,818935,12135,797391,9409,"Tamil Nadu, India",1052.057644,1.481802585
02-01-2021,Tamil Nadu,02-02-2021 05:22,11.006091,78.400624,838842,12363,821947,4532,"Tamil Nadu, India",1077.631483,1.473817477
03-01-2021,Tamil Nadu,02-03-2021 05:23,11.006091,78.400624,852016,12501,835506,4009,"Tamil Nadu, India",1094.555668,1.467225968
04-01-2021,Tamil Nadu,02-04-2021 04:20,11.006091,78.400624,889490,12738,859709,17043,"Tamil Nadu, India",1142.697228,1.432056572
05-01-2021,Tamil Nadu,02-05-2021 04:20,11.006091,78.400624,1186344,14193,1054746,117405,"Tamil Nadu, India",1524.055357,1.196364629
06-01-2021,Tamil Nadu,02-06-2021 04:24,11.006091,78.400624,2123029,24722,1802176,296131,"Tamil Nadu, India",2727.382379,1.164468314
07-01-2021,Tamil Nadu,02-07-2021 04:21,11.006091,78.400624,2484177,32721,2413930,37526,"Tamil Nadu, India",3191.336801,1.317176675
08-01-2021,Tamil Nadu,02-08-2021 04:21,11.006091,78.400624,2561587,34102,2506961,20524,"Tamil Nadu, India",3290.782767,1.331284083
01-02-2021,Tamil Nadu,03-01-2021 05:22,11.006091,78.400624,819845,12146,799427,8272,"Tamil Nadu, India",1053.22669,1.481499552
02-02-2021,Tamil Nadu,03-02-2021 05:22,11.006091,78.400624,839352,12367,822468,4517,"Tamil Nadu, India",1078.286663,1.473398526
03-02-2021,Tamil Nadu,03-03-2021 05:23,11.006091,78.400624,852478,12502,835979,3997,"Tamil Nadu, India",1095.149184,1.46654811
04-02-2021,Tamil Nadu,03-04-2021 04:20,11.006091,78.400624,892780,12750,861424,18606,"Tamil Nadu, India",1146.923778,1.42812339
05-02-2021,Tamil Nadu,03-05-2021 04:20,11.006091,78.400624,1207112,14346,1072322,120444,"Tamil Nadu, India",1550.735293,1.188456415
06-02-2021,Tamil Nadu,03-06-2021 04:23,11.006091,78.400624,2148346,25205,1834439,288702,"Tamil Nadu, India",2759.906259,1.173228149
07-02-2021,Tamil Nadu,03-07-2021 04:21,11.006091,78.400624,2488407,32818,2418882,36707,"Tamil Nadu, India",3196.770936,1.318835705
08-02-2021,Tamil Nadu,03-08-2021 04:21,11.006091,78.400624,2563544,34130,2509029,20385,"Tamil Nadu, India",3293.296858,1.331360023
01-03-2021,Tamil Nadu,04-01-2021 05:22,11.006091,78.400624,820712,12156,800429,8127,"Tamil Nadu, India",1054.340495,1.48115295
02-03-2021,Tamil Nadu,04-02-2021 05:22,11.006091,78.400624,839866,12371,823001,4494,"Tamil Nadu, India",1078.946981,1.47297307
03-03-2021,Tamil Nadu,04-03-2021 05:24,11.006091,78.400624,852967,12504,836473,3990,"Tamil Nadu, India",1095.777385,1.465941824
04-03-2021,Tamil Nadu,04-04-2021 04:20,11.006091,78.400624,896226,12764,863258,20204,"Tamil Nadu, India",1151.350735,1.424194344
05-03-2021,Tamil Nadu,04-05-2021 04:20,11.006091,78.400624,1228064,14468,1090338,123258,"Tamil Nadu, India",1577.651607,1.178114496
06-03-2021,Tamil Nadu,04-06-2021 04:23,11.006091,78.400624,2172751,25665,1866660,280426,"Tamil Nadu, India",2791.258524,1.18122141
07-03-2021,Tamil Nadu,04-07-2021 04:21,11.006091,78.400624,2492420,32933,2423606,35881,"Tamil Nadu, India",3201.9263,1.321326261
08-03-2021,Tamil Nadu,04-08-2021 04:21,11.006091,78.400624,2565452,34159,2511076,20217,"Tamil Nadu, India",3295.748,1.331500258
01-04-2021,Tamil Nadu,05-01-2021 05:21,11.006091,78.400624,821550,12166,801414,7970,"Tamil Nadu, India",1055.417045,1.480859351
02-04-2021,Tamil Nadu,05-02-2021 05:22,11.006091,78.400624,840360,12375,823518,4467,"Tamil Nadu, India",1079.581605,1.472583179
03-04-2021,Tamil Nadu,05-03-2021 05:26,11.006091,78.400624,853449,12508,836963,3978,"Tamil Nadu, India",1096.396594,1.465582595
04-04-2021,Tamil Nadu,05-04-2021 04:20,11.006091,78.400624,899807,12778,865071,21958,"Tamil Nadu, India",1155.951123,1.420082307
05-04-2021,Tamil Nadu,05-05-2021 04:20,11.006091,78.400624,1249292,14612,1109450,125230,"Tamil Nadu, India",1604.922489,1.169622474
06-04-2021,Tamil Nadu,05-06-2021 04:23,11.006091,78.400624,2195402,26128,1900306,268968,"Tamil Nadu, India",2820.357485,1.190123722
07-04-2021,Tamil Nadu,05-07-2021 04:21,11.006091,78.400624,2496287,33005,2427988,35294,"Tamil Nadu, India",3206.894102,1.322163677
08-04-2021,Tamil Nadu,05-08-2021 04:21,11.006091,78.400624,2567401,34197,2513087,20117,"Tamil Nadu, India",3298.251813,1.331969568
01-05-2021,Tamil Nadu,06-01-2021 05:22,11.006091,78.400624,822370,12177,802385,7808,"Tamil Nadu, India",1056.470471,1.480720357
02-05-2021,Tamil Nadu,06-02-2021 05:23,11.006091,78.400624,840849,12379,824024,4446,"Tamil Nadu, India",1080.209807,1.4722025
03-05-2021,Tamil Nadu,06-03-2021 04:23,11.006091,78.400624,853992,12513,837525,3954,"Tamil Nadu, India",1097.094167,1.465236208
04-05-2021,Tamil Nadu,06-04-2021 04:20,11.006091,78.400624,903479,12789,866913,23777,"Tamil Nadu, India",1160.668415,1.415528197
05-05-2021,Tamil Nadu,06-05-2021 04:20,11.006091,78.400624,1272602,14779,1129512,128311,"Tamil Nadu, India",1634.868045,1.16132145
06-05-2021,Tamil Nadu,06-06-2021 04:24,11.006091,78.400624,2216812,26571,1932778,257463,"Tamil Nadu, India",2847.862176,1.198613144
07-05-2021,Tamil Nadu,06-07-2021 04:21,11.006091,78.400624,2500002,33059,2432017,34926,"Tamil Nadu, India",3211.666634,1.322358942
01-06-2021,Tamil Nadu,07-01-2021 05:22,11.006091,78.400624,823181,12188,803328,7665,"Tamil Nadu, India",1057.512335,1.480597827
02-06-2021,Tamil Nadu,07-02-2021 05:23,11.006091,78.400624,841326,12382,824527,4417,"Tamil Nadu, India",1080.822592,1.471724397
03-06-2021,Tamil Nadu,07-03-2021 05:21,11.006091,78.400624,854554,12517,838085,3952,"Tamil Nadu, India",1097.816149,1.464740672
04-06-2021,Tamil Nadu,07-04-2021 04:20,11.006091,78.400624,907124,12804,868722,25598,"Tamil Nadu, India",1165.351021,1.411493908
05-06-2021,Tamil Nadu,07-05-2021 04:20,11.006091,78.400624,1297500,14974,1151058,131468,"Tamil Nadu, India",1666.85365,1.154065511
06-06-2021,Tamil Nadu,07-06-2021 04:22,11.006091,78.400624,2237233,27005,1965939,244289,"Tamil Nadu, India",2874.096332,1.207071414
07-06-2021,Tamil Nadu,07-07-2021 04:21,11.006091,78.400624,2503481,33132,2435872,34477,"Tamil Nadu, India",3216.135986,1.323437246
01-07-2021,Tamil Nadu,08-01-2021 05:22,11.006091,78.400624,823986,12200,804239,7547,"Tamil Nadu, India",1058.546491,1.48060768
02-07-2021,Tamil Nadu,08-02-2021 05:22,11.006091,78.400624,841797,12383,825025,4389,"Tamil Nadu, India",1081.42767,1.471019735
03-07-2021,Tamil Nadu,08-03-2021 05:24,11.006091,78.400624,855121,12518,838606,3997,"Tamil Nadu, India",1098.544555,1.463886397
04-07-2021,Tamil Nadu,08-04-2021 04:21,11.006091,78.400624,911110,12821,870546,27743,"Tamil Nadu, India",1170.471699,1.407184643
05-07-2021,Tamil Nadu,08-05-2021 04:21,11.006091,78.400624,1323965,15171,1173439,135355,"Tamil Nadu, India",1700.852326,1.145876213
06-07-2021,Tamil Nadu,08-06-2021 04:22,11.006091,78.400624,2256681,27356,1997299,232026,"Tamil Nadu, India",2899.08051,1.212222729
07-07-2021,Tamil Nadu,08-07-2021 04:21,11.006091,78.400624,2506848,33196,2439576,34076,"Tamil Nadu, India",3220.461455,1.324212717
01-08-2021,Tamil Nadu,09-01-2021 05:22,11.006091,78.400624,823986,12200,804239,7547,"Tamil Nadu, India",1058.546491,1.48060768
02-08-2021,Tamil Nadu,09-02-2021 05:23,11.006091,78.400624,842261,12387,825520,4354,"Tamil Nadu, India",1082.023755,1.470684265
03-08-2021,Tamil Nadu,09-03-2021 05:28,11.006091,78.400624,855677,12521,839138,4018,"Tamil Nadu, India",1099.258829,1.463285796
04-08-2021,Tamil Nadu,09-04-2021 04:21,11.006091,78.400624,915386,12840,872415,30131,"Tamil Nadu, India",1175.964929,1.402686954
05-08-2021,Tamil Nadu,09-05-2021 04:20,11.006091,78.400624,1351362,15412,1196549,139401,"Tamil Nadu, India",1736.04831,1.140479013
06-08-2021,Tamil Nadu,09-06-2021 04:23,11.006091,78.400624,2274704,27765,2028344,218595,"Tamil Nadu, India",2922.234038,1.220598372
07-08-2021,Tamil Nadu,09-07-2021 04:21,11.006091,78.400624,2510059,33253,2443141,33665,"Tamil Nadu, India",3224.586517,1.324789577
01-09-2021,Tamil Nadu,10-01-2021 05:22,11.006091,78.400624,825537,12215,806018,7304,"Tamil Nadu, India",1060.539007,1.479642948
02-09-2021,Tamil Nadu,10-02-2021 05:22,11.006091,78.400624,842730,12391,826011,4328,"Tamil Nadu, India",1082.626263,1.470340441
03-09-2021,Tamil Nadu,10-03-2021 05:24,11.006091,78.400624,856246,12525,839648,4073,"Tamil Nadu, India",1099.989804,1.462780556
04-09-2021,Tamil Nadu,10-04-2021 04:20,11.006091,78.400624,920827,12863,874305,33659,"Tamil Nadu, India",1182.954794,1.396896485
05-09-2021,Tamil Nadu,10-05-2021 04:20,11.006091,78.400624,1380259,15648,1220064,144547,"Tamil Nadu, India",1773.171292,1.133700269
06-09-2021,Tamil Nadu,10-06-2021 04:23,11.006091,78.400624,2292025,28170,2059597,204258,"Tamil Nadu, India",2944.485731,1.229044186
07-09-2021,Tamil Nadu,10-07-2021 04:21,11.006091,78.400624,2513098,33322,2446552,33224,"Tamil Nadu, India",3228.490615,1.325933171
01-10-2021,Tamil Nadu,11-01-2021 05:21,11.006091,78.400624,826261,12222,806875,7164,"Tamil Nadu, India",1061.469105,1.47919362
02-10-2021,Tamil Nadu,11-02-2021 05:23,11.006091,78.400624,843209,12396,826504,4309,"Tamil Nadu, India",1083.241618,1.470098161
03-10-2021,Tamil Nadu,11-03-2021 05:25,11.006091,78.400624,856917,12530,840180,4207,"Tamil Nadu, India",1100.851814,1.462218628
04-10-2021,Tamil Nadu,11-04-2021 04:20,11.006091,78.400624,926816,12886,876257,37673,"Tamil Nadu, India",1190.648657,1.390351483
05-10-2021,Tamil Nadu,11-05-2021 04:20,11.006091,78.400624,1409237,15880,1240968,152389,"Tamil Nadu, India",1810.398333,1.126850913
06-10-2021,Tamil Nadu,11-06-2021 04:23,11.006091,78.400624,2308838,28528,2091646,188664,"Tamil Nadu, India",2966.084815,1.235599899
07-10-2021,Tamil Nadu,11-07-2021 04:21,11.006091,78.400624,2516011,33371,2449873,32767,"Tamil Nadu, India",3232.232846,1.326345553
01-11-2021,Tamil Nadu,12-01-2021 05:22,11.006091,78.400624,826943,12228,807744,6971,"Tamil Nadu, India",1062.345247,1.478699257
02-11-2021,Tamil Nadu,12-02-2021 05:23,11.006091,78.400624,843690,12402,826994,4294,"Tamil Nadu, India",1083.859542,1.469971198
03-11-2021,Tamil Nadu,12-03-2021 05:26,11.006091,78.400624,857602,12535,840723,4344,"Tamil Nadu, India",1101.73181,1.461633718
04-11-2021,Tamil Nadu,12-04-2021 04:21,11.006091,78.400624,933434,12908,878571,41955,"Tamil Nadu, India",1199.150574,1.38285085
05-11-2021,Tamil Nadu,12-05-2021 04:21,11.006091,78.400624,1438509,16178,1260150,162181,"Tamil Nadu, India",1848.003065,1.12463669
06-11-2021,Tamil Nadu,12-06-2021 04:22,11.006091,78.400624,2324597,28906,2120889,174802,"Tamil Nadu, India",2986.32986,1.243484354
07-11-2021,Tamil Nadu,12-07-2021 04:21,11.006091,78.400624,2518786,33418,2453061,32307,"Tamil Nadu, India",3235.797793,1.326750268
01-12-2021,Tamil Nadu,13-01-2021 05:22,11.006091,78.400624,827614,12236,808571,6807,"Tamil Nadu, India",1063.207257,1.478467015
02-12-2021,Tamil Nadu,13-02-2021 05:22,11.006091,78.400624,844173,12408,827480,4285,"Tamil Nadu, India",1084.480036,1.469840898
03-12-2021,Tamil Nadu,13-03-2021 05:25,11.006091,78.400624,858272,12539,841250,4483,"Tamil Nadu, India",1102.592536,1.460958764
04-12-2021,Tamil Nadu,13-04-2021 04:20,11.006091,78.400624,940145,12927,880910,46308,"Tamil Nadu, India",1207.771965,1.375000665
05-12-2021,Tamil Nadu,13-05-2021 04:20,11.006091,78.400624,1468864,16471,1279658,172735,"Tamil Nadu, India",1886.99909,1.121342752
06-12-2021,Tamil Nadu,13-06-2021 04:22,11.006091,78.400624,2339705,29280,2148352,162073,"Tamil Nadu, India",3005.738589,1.251439818
07-12-2021,Tamil Nadu,13-07-2021 04:21,11.006091,78.400624,2521438,33454,2456165,31819,"Tamil Nadu, India",3239.204727,1.326782574
09-01-2022,Tamil Nadu,02-09-2022 04:21,11.006091,78.400624,3569142,38035,"Tamil Nadu, India",4585.154042,1.06566228,,
09-02-2022,Tamil Nadu,03-09-2022 04:21,11.006091,78.400624,3569624,38036,"Tamil Nadu, India",4585.773251,1.065546399,,
09-03-2022,Tamil Nadu,04-09-2022 04:21,11.006091,78.400624,3570097,38036,"Tamil Nadu, India",4586.380897,1.065405226,,
09-04-2022,Tamil Nadu,05-09-2022 04:21,11.006091,78.400624,3570567,38036,"Tamil Nadu, India",4586.98469,1.065264985,,
08-05-2022,Tamil Nadu,06-08-2022 04:20,11.006091,78.400624,3550547,38033,"Tamil Nadu, India",4561.265684,1.071187059,,
09-05-2022,Tamil Nadu,06-09-2022 04:21,11.006091,78.400624,3571030,38036,"Tamil Nadu, India",4587.57949,1.065126868,,
08-06-2022,Tamil Nadu,07-08-2022 04:20,11.006091,78.400624,3551641,38033,"Tamil Nadu, India",4562.671109,1.070857105,,
08-07-2022,Tamil Nadu,08-08-2022 04:21,11.006091,78.400624,3551641,38033,"Tamil Nadu, India",4562.671109,1.070857105,,
08-08-2022,Tamil Nadu,09-08-2022 04:20,11.006091,78.400624,3553670,38033,"Tamil Nadu, India",4565.277695,1.07024569,,
08-09-2022,Tamil Nadu,10-08-2022 04:20,11.006091,78.400624,3554611,38033,"Tamil Nadu, India",4566.486566,1.069962367,,
08-10-2022,Tamil Nadu,11-08-2022 04:20,11.006091,78.400624,3555538,38033,"Tamil Nadu, India",4567.677451,1.069683407,,
08-11-2022,Tamil Nadu,12-08-2022 04:20,11.006091,78.400624,3556430,38033,"Tamil Nadu, India",4568.823372,1.069415116,,
08-12-2022,Tamil Nadu,13-08-2022 04:20,11.006091,78.400624,3557254,38033,"Tamil Nadu, India",4569.881937,1.069167397,,
01-01-2023,Tamil Nadu,02-01-2023 04:20,11.006091,78.400624,3594444,38049,"Tamil Nadu, India",4617.658651,1.058550363,,
02-01-2023,Tamil Nadu,02-02-2023 04:20,11.006091,78.400624,3594663,38049,"Tamil Nadu, India",4617.939993,1.058485872,,
01-02-2023,Tamil Nadu,03-01-2023 04:21,11.006091,78.400624,3594456,38049,"Tamil Nadu, India",4617.674067,1.058546829,,
02-02-2023,Tamil Nadu,03-02-2023 04:20,11.006091,78.400624,3594668,38049,"Tamil Nadu, India",4617.946417,1.0584844,,
01-03-2023,Tamil Nadu,04-01-2023 04:21,11.006091,78.400624,3594466,38049,"Tamil Nadu, India",4617.686914,1.058543884,,
02-03-2023,Tamil Nadu,04-02-2023 04:21,11.006091,78.400624,3594671,38049,"Tamil Nadu, India",4617.950271,1.058483516,,
01-04-2023,Tamil Nadu,05-01-2023 04:21,11.006091,78.400624,3594478,38049,"Tamil Nadu, India",4617.70233,1.05854035,,
02-04-2023,Tamil Nadu,05-02-2023 04:20,11.006091,78.400624,3594675,38049,"Tamil Nadu, India",4617.955409,1.058482338,,
01-05-2023,Tamil Nadu,06-01-2023 04:21,11.006091,78.400624,3594487,38049,"Tamil Nadu, India",4617.713892,1.0585377,,
02-05-2023,Tamil Nadu,06-02-2023 04:21,11.006091,78.400624,3594681,38049,"Tamil Nadu, India",4617.963117,1.058480572,,
01-06-2023,Tamil Nadu,07-01-2023 04:21,11.006091,78.400624,3594494,38049,"Tamil Nadu, India",4617.722885,1.058535638,,
02-06-2023,Tamil Nadu,07-02-2023 04:21,11.006091,78.400624,3594685,38049,"Tamil Nadu, India",4617.968256,1.058479394,,
01-07-2023,Tamil Nadu,08-01-2023 04:21,11.006091,78.400624,3594501,38049,"Tamil Nadu, India",4617.731877,1.058533577,,
02-07-2023,Tamil Nadu,08-02-2023 04:20,11.006091,78.400624,3594691,38049,"Tamil Nadu, India",4617.975964,1.058477627,,
